시도,시군구,자격별,성별,연령구분,신청자, 계 , 1등급 , 2등급 , 3등급 , 4등급 , 5등급 , 등급외 
경기도,구리시,일반,여자,70-74세,153,87,8,9,31,32,7,20
경기도,구리시,일반,여자,75-79세,276,163,13,26,52,56,16,33
경기도,구리시,일반,여자,80-84세,288,210,14,35,73,64,24,25
경기도,구리시,일반,여자,85세이상,319,249,16,50,97,73,13,15
경기도,구리시,기초,남자,65세미만,29,19,3,2,6,8,0,5
경기도,구리시,기초,남자,65-69세,24,9,1,1,3,4,0,10
경기도,구리시,기초,남자,70-74세,28,7,0,1,3,3,0,6
경기도,구리시,기초,남자,75-79세,35,19,0,1,7,8,3,6
경기도,구리시,기초,남자,80-84세,15,9,0,1,3,4,1,2
경기도,구리시,기초,남자,85세이상,9,7,0,2,1,4,0,1
경기도,구리시,기초,여자,65세미만,12,8,0,3,3,2,0,0
경기도,구리시,기초,여자,65-69세,33,14,4,0,6,4,0,12
경기도,구리시,기초,여자,70-74세,67,25,0,2,13,8,2,18
경기도,구리시,기초,여자,75-79세,83,43,2,3,15,20,3,22
경기도,구리시,기초,여자,80-84세,70,48,2,5,18,18,5,12
경기도,구리시,기초,여자,85세이상,91,79,5,15,27,32,0,6
경기도,구리시,의료,남자,65세미만,0,0,0,0,0,0,0,0
경기도,구리시,의료,남자,65-69세,1,0,0,0,0,0,0,1
경기도,구리시,의료,남자,70-74세,0,0,0,0,0,0,0,0
경기도,구리시,의료,남자,75-79세,3,2,0,0,0,2,0,1
경기도,구리시,의료,남자,80-84세,1,1,0,0,0,1,0,0
경기도,구리시,의료,남자,85세이상,1,0,0,0,0,0,0,0
경기도,구리시,의료,여자,65세미만,0,0,0,0,0,0,0,0
경기도,구리시,의료,여자,65-69세,0,0,0,0,0,0,0,0
경기도,구리시,의료,여자,70-74세,2,1,0,1,0,0,0,0
경기도,구리시,의료,여자,75-79세,3,3,0,1,2,0,0,0
경기도,구리시,의료,여자,80-84세,6,4,0,1,0,2,1,0
경기도,구리시,의료,여자,85세이상,5,4,0,0,2,2,0,0
경기도,구리시,감경,남자,65세미만,18,14,4,3,4,2,1,2
경기도,구리시,감경,남자,65-69세,5,5,2,1,2,0,0,0
경기도,구리시,감경,남자,70-74세,16,13,0,3,5,5,0,0
경기도,구리시,감경,남자,75-79세,12,11,3,3,3,1,1,0
경기도,구리시,감경,남자,80-84세,11,11,1,2,3,4,1,0
경기도,구리시,감경,남자,85세이상,8,8,0,4,3,1,0,0
경기도,구리시,감경,여자,65세미만,14,11,1,3,6,1,0,1
경기도,구리시,감경,여자,65-69세,7,7,2,1,4,0,0,0
경기도,구리시,감경,여자,70-74세,30,24,4,4,5,10,1,2
경기도,구리시,감경,여자,75-79세,38,32,2,8,15,5,2,2
경기도,구리시,감경,여자,80-84세,53,47,6,8,16,11,6,1
경기도,구리시,감경,여자,85세이상,80,73,5,16,31,20,1,1
경기도,남양주시,일반,남자,65세미만,173,111,22,11,37,37,4,25
경기도,남양주시,일반,남자,65-69세,224,135,12,20,52,47,4,40
경기도,남양주시,일반,남자,70-74세,392,257,18,31,103,87,18,50
경기도,남양주시,일반,남자,75-79세,466,335,22,42,126,109,36,45
경기도,남양주시,일반,남자,80-84세,446,327,14,43,132,105,33,42
경기도,남양주시,일반,남자,85세이상,359,274,12,30,91,111,30,29
경기도,남양주시,일반,여자,65세미만,143,96,14,8,39,27,8,22
경기도,남양주시,일반,여자,65-69세,307,156,13,23,58,55,7,60
경기도,남양주시,일반,여자,70-74세,631,338,35,43,106,125,29,116
경기도,남양주시,일반,여자,75-79세,1020,662,48,68,239,213,94,153
경기도,남양주시,일반,여자,80-84세,1263,897,49,123,300,309,116,126
경기도,남양주시,일반,여자,85세이상,1426,1155,55,188,459,351,102,95
경기도,남양주시,기초,남자,65세미만,130,85,5,11,28,37,4,19
경기도,남양주시,기초,남자,65-69세,76,42,1,3,16,18,4,21
경기도,남양주시,기초,남자,70-74세,78,47,7,3,13,18,6,17
경기도,남양주시,기초,남자,75-79세,81,53,2,10,11,21,9,12
경기도,남양주시,기초,남자,80-84세,39,26,0,4,11,8,3,6
경기도,남양주시,기초,남자,85세이상,43,37,2,3,13,13,6,1
경기도,남양주시,기초,여자,65세미만,56,39,2,7,13,14,3,10
경기도,남양주시,기초,여자,65-69세,77,40,5,4,17,11,3,20
경기도,남양주시,기초,여자,70-74세,101,59,6,6,23,21,3,22
경기도,남양주시,기초,여자,75-79세,215,136,12,21,33,50,20,43
경기도,남양주시,기초,여자,80-84세,250,207,13,21,66,87,20,25
경기도,남양주시,기초,여자,85세이상,295,246,14,41,93,83,15,19
경기도,남양주시,의료,남자,65세미만,1,1,0,0,1,0,0,0
경기도,남양주시,의료,남자,65-69세,5,3,0,2,0,1,0,2
경기도,남양주시,의료,남자,70-74세,1,1,0,1,0,0,0,0
경기도,남양주시,의료,남자,75-79세,0,0,0,0,0,0,0,0
경기도,남양주시,의료,남자,80-84세,7,6,1,2,1,1,1,0
경기도,남양주시,의료,남자,85세이상,13,9,1,1,5,2,0,1
경기도,남양주시,의료,여자,65세미만,1,1,0,0,0,1,0,0
경기도,남양주시,의료,여자,65-69세,2,0,0,0,0,0,0,1
경기도,남양주시,의료,여자,70-74세,3,1,0,0,0,1,0,2
경기도,남양주시,의료,여자,75-79세,20,13,2,0,5,4,2,4
경기도,남양주시,의료,여자,80-84세,35,26,3,4,8,11,0,3
경기도,남양주시,의료,여자,85세이상,15,12,1,2,6,3,0,1
경기도,남양주시,감경,남자,65세미만,36,34,7,6,10,11,0,1
경기도,남양주시,감경,남자,65-69세,43,39,9,8,10,12,0,3
경기도,남양주시,감경,남자,70-74세,58,52,9,6,17,19,1,2
경기도,남양주시,감경,남자,75-79세,81,69,7,11,22,23,6,8
경기도,남양주시,감경,남자,80-84세,61,58,4,16,17,18,3,0
경기도,남양주시,감경,남자,85세이상,68,66,1,6,29,25,5,0
경기도,남양주시,감경,여자,65세미만,32,28,6,6,8,7,1,1
경기도,남양주시,감경,여자,65-69세,47,39,6,5,8,19,1,4
경기도,남양주시,감경,여자,70-74세,75,65,4,11,26,18,6,6
경기도,남양주시,감경,여자,75-79세,183,164,13,25,69,50,7,5
경기도,남양주시,감경,여자,80-84세,249,234,15,47,90,72,10,5
경기도,남양주시,감경,여자,85세이상,337,323,27,52,129,98,17,1
경기도,오산시,일반,남자,65세미만,39,26,4,5,8,9,0,5
경기도,오산시,일반,남자,65-69세,51,29,3,6,14,6,0,9
경기도,오산시,일반,남자,70-74세,80,48,6,7,15,19,1,9
경기도,오산시,일반,남자,75-79세,98,72,4,18,20,27,3,8
경기도,오산시,일반,남자,80-84세,70,55,5,9,15,24,2,2
경기도,오산시,일반,남자,85세이상,51,37,4,7,14,12,0,5
경기도,오산시,일반,여자,65세미만,37,26,5,5,10,6,0,7
경기도,오산시,일반,여자,65-69세,73,31,5,3,12,9,2,16
경기도,오산시,일반,여자,70-74세,168,78,9,13,30,23,3,40
경기도,오산시,일반,여자,75-79세,245,161,14,19,73,41,14,34
경기도,오산시,일반,여자,80-84세,245,181,17,24,55,73,12,20
경기도,오산시,일반,여자,85세이상,253,207,12,43,70,79,3,11
경기도,오산시,기초,남자,65세미만,29,17,5,0,7,5,0,2
경기도,오산시,기초,남자,65-69세,21,11,3,1,1,5,1,7
경기도,오산시,기초,남자,70-74세,27,12,0,1,6,5,0,5
경기도,오산시,기초,남자,75-79세,12,7,0,1,3,3,0,3
경기도,오산시,기초,남자,80-84세,17,12,1,1,4,5,1,4
경기도,오산시,기초,남자,85세이상,5,3,0,0,1,2,0,1
경기도,오산시,기초,여자,65세미만,8,6,0,1,3,2,0,1
경기도,오산시,기초,여자,65-69세,17,5,0,0,0,5,0,7
경기도,오산시,기초,여자,70-74세,52,25,3,2,11,6,3,20
경기도,오산시,기초,여자,75-79세,52,21,2,2,6,11,0,23
경기도,오산시,기초,여자,80-84세,52,33,2,8,10,12,1,10
경기도,오산시,기초,여자,85세이상,44,35,4,6,10,15,0,5
경기도,오산시,의료,남자,65세미만,0,0,0,0,0,0,0,0
경기도,오산시,의료,남자,65-69세,1,0,0,0,0,0,0,1
경기도,오산시,의료,남자,70-74세,0,0,0,0,0,0,0,0
경기도,오산시,의료,남자,75-79세,0,0,0,0,0,0,0,0
경기도,오산시,의료,남자,80-84세,0,0,0,0,0,0,0,0
경기도,오산시,의료,남자,85세이상,2,1,0,0,0,1,0,0
경기도,오산시,의료,여자,65세미만,0,0,0,0,0,0,0,0
경기도,오산시,의료,여자,65-69세,1,1,1,0,0,0,0,0
경기도,오산시,의료,여자,70-74세,1,0,0,0,0,0,0,0
경기도,오산시,의료,여자,75-79세,0,0,0,0,0,0,0,0
경기도,오산시,의료,여자,80-84세,8,7,0,1,3,3,0,0
경기도,오산시,의료,여자,85세이상,6,5,0,0,1,4,0,1
경기도,오산시,감경,남자,65세미만,17,16,1,4,7,4,0,0
경기도,오산시,감경,남자,65-69세,3,3,0,0,2,1,0,0
경기도,오산시,감경,남자,70-74세,12,9,1,2,4,2,0,0
경기도,오산시,감경,남자,75-79세,13,13,1,3,3,5,1,0
경기도,오산시,감경,남자,80-84세,5,5,0,1,3,1,0,0
경기도,오산시,감경,남자,85세이상,12,10,2,1,3,4,0,1
경기도,오산시,감경,여자,65세미만,5,5,1,1,1,2,0,0
경기도,오산시,감경,여자,65-69세,10,10,0,3,4,3,0,0
경기도,오산시,감경,여자,70-74세,13,11,3,4,1,3,0,2
경기도,오산시,감경,여자,75-79세,43,39,8,5,16,10,0,2
경기도,오산시,감경,여자,80-84세,38,35,2,7,10,16,0,3
경기도,오산시,감경,여자,85세이상,66,65,5,14,28,16,2,0
경기도,시흥시,일반,남자,65세미만,105,63,7,10,20,25,1,22
경기도,시흥시,일반,남자,65-69세,115,59,4,8,21,21,5,19
경기도,시흥시,일반,남자,70-74세,158,87,5,13,39,28,2,34
경기도,시흥시,일반,남자,75-79세,225,128,3,20,34,59,12,43
경기도,시흥시,일반,남자,80-84세,215,149,9,20,52,48,20,34
경기도,시흥시,일반,남자,85세이상,150,95,6,6,25,43,15,21
경기도,시흥시,일반,여자,65세미만,79,43,6,5,16,13,3,21
경기도,시흥시,일반,여자,65-69세,171,65,6,6,12,32,9,48
경기도,시흥시,일반,여자,70-74세,365,144,15,19,43,57,10,104
경기도,시흥시,일반,여자,75-79세,679,367,24,48,113,138,44,136
경기도,시흥시,일반,여자,80-84세,717,440,19,56,142,172,51,127
경기도,시흥시,일반,여자,85세이상,721,539,42,79,191,202,25,75
경기도,시흥시,기초,남자,65세미만,89,46,6,5,16,19,0,20
경기도,시흥시,기초,남자,65-69세,44,16,0,6,1,9,0,14
경기도,시흥시,기초,남자,70-74세,45,22,1,2,11,8,0,15
경기도,시흥시,기초,남자,75-79세,56,28,0,3,13,7,5,12
경기도,시흥시,기초,남자,80-84세,27,18,2,0,5,8,3,5
경기도,시흥시,기초,남자,85세이상,22,15,1,2,5,4,3,6
경기도,시흥시,기초,여자,65세미만,34,18,4,2,9,3,0,7
경기도,시흥시,기초,여자,65-69세,61,23,2,3,10,8,0,20
경기도,시흥시,기초,여자,70-74세,97,26,5,3,7,11,0,34
경기도,시흥시,기초,여자,75-79세,161,68,7,4,18,31,8,57
경기도,시흥시,기초,여자,80-84세,155,83,5,16,29,27,6,44
경기도,시흥시,기초,여자,85세이상,141,85,5,14,26,34,6,28
경기도,시흥시,의료,남자,65세미만,0,0,0,0,0,0,0,0
경기도,시흥시,의료,남자,65-69세,0,0,0,0,0,0,0,0
경기도,시흥시,의료,남자,70-74세,0,0,0,0,0,0,0,0
경기도,시흥시,의료,남자,75-79세,1,0,0,0,0,0,0,1
경기도,시흥시,의료,남자,80-84세,4,3,0,0,2,1,0,0
경기도,시흥시,의료,남자,85세이상,5,4,0,1,1,2,0,1
경기도,시흥시,의료,여자,65세미만,0,0,0,0,0,0,0,0
경기도,시흥시,의료,여자,65-69세,3,1,0,0,1,0,0,1
경기도,시흥시,의료,여자,70-74세,3,1,0,0,0,1,0,2
경기도,시흥시,의료,여자,75-79세,12,6,1,0,4,1,0,4
경기도,시흥시,의료,여자,80-84세,8,4,0,2,1,0,1,1
경기도,시흥시,의료,여자,85세이상,10,7,0,1,2,3,1,1
경기도,시흥시,감경,남자,65세미만,19,16,4,3,7,2,0,2
경기도,시흥시,감경,남자,65-69세,13,10,1,2,2,4,1,2
경기도,시흥시,감경,남자,70-74세,22,15,1,2,6,5,1,4
경기도,시흥시,감경,남자,75-79세,28,26,3,4,10,9,0,0
경기도,시흥시,감경,남자,80-84세,32,24,2,5,11,4,2,4
경기도,시흥시,감경,남자,85세이상,16,16,1,1,5,8,1,0
경기도,시흥시,감경,여자,65세미만,8,6,2,1,1,2,0,0
경기도,시흥시,감경,여자,65-69세,13,11,1,2,4,3,1,1
경기도,시흥시,감경,여자,70-74세,54,45,7,6,10,20,2,3
경기도,시흥시,감경,여자,75-79세,98,81,9,12,26,26,8,3
경기도,시흥시,감경,여자,80-84세,98,90,4,15,40,22,9,3
경기도,시흥시,감경,여자,85세이상,179,175,15,30,64,61,5,2
경기도,군포시,일반,남자,65세미만,63,33,7,4,14,8,0,14
경기도,군포시,일반,남자,65-69세,83,45,3,11,24,6,1,14
경기도,군포시,일반,남자,70-74세,98,67,9,13,28,15,2,10
경기도,군포시,일반,남자,75-79세,155,106,7,18,45,30,6,14
경기도,군포시,일반,남자,80-84세,176,125,9,17,46,46,7,17
경기도,군포시,일반,남자,85세이상,173,136,4,13,63,49,7,18
경기도,군포시,일반,여자,65세미만,51,32,3,4,18,7,0,7
경기도,군포시,일반,여자,65-69세,98,47,5,4,18,16,4,29
경기도,군포시,일반,여자,70-74세,233,124,17,15,53,25,14,42
경기도,군포시,일반,여자,75-79세,416,230,13,36,87,74,20,74
경기도,군포시,일반,여자,80-84세,511,334,27,45,115,117,30,72
경기도,군포시,일반,여자,85세이상,612,485,39,82,201,139,24,49
경기도,군포시,기초,남자,65세미만,57,29,5,3,14,7,0,13
경기도,군포시,기초,남자,65-69세,28,8,0,1,3,3,1,11
경기도,군포시,기초,남자,70-74세,25,12,0,3,4,5,0,9
경기도,군포시,기초,남자,75-79세,36,12,0,3,6,2,1,13
경기도,군포시,기초,남자,80-84세,29,17,2,1,5,7,2,6
경기도,군포시,기초,남자,85세이상,11,6,0,0,1,3,2,3
경기도,군포시,기초,여자,65세미만,24,8,0,1,1,6,0,13
경기도,군포시,기초,여자,65-69세,50,11,0,1,6,4,0,23
경기도,군포시,기초,여자,70-74세,99,22,2,1,10,9,0,45
경기도,군포시,기초,여자,75-79세,132,43,6,6,10,21,0,56
경기도,군포시,기초,여자,80-84세,117,68,8,11,27,21,1,27
경기도,군포시,기초,여자,85세이상,151,112,16,27,40,27,2,22
경기도,군포시,의료,남자,65세미만,1,0,0,0,0,0,0,1
경기도,군포시,의료,남자,65-69세,1,1,0,0,0,1,0,0
경기도,군포시,의료,남자,70-74세,0,0,0,0,0,0,0,0
경기도,군포시,의료,남자,75-79세,1,0,0,0,0,0,0,0
경기도,군포시,의료,남자,80-84세,4,2,0,1,0,1,0,1
경기도,군포시,의료,남자,85세이상,4,4,1,0,2,1,0,0
경기도,군포시,의료,여자,65세미만,0,0,0,0,0,0,0,0
경기도,군포시,의료,여자,65-69세,1,0,0,0,0,0,0,1
경기도,군포시,의료,여자,70-74세,1,0,0,0,0,0,0,0
경기도,군포시,의료,여자,75-79세,10,4,1,0,3,0,0,4
경기도,군포시,의료,여자,80-84세,15,7,0,0,3,3,1,2
경기도,군포시,의료,여자,85세이상,7,5,0,1,2,2,0,0
경기도,군포시,감경,남자,65세미만,14,12,1,3,4,4,0,1
경기도,군포시,감경,남자,65-69세,16,14,1,3,6,3,1,0
경기도,군포시,감경,남자,70-74세,15,12,1,4,6,1,0,0
경기도,군포시,감경,남자,75-79세,10,8,1,0,3,3,1,1
경기도,군포시,감경,남자,80-84세,16,14,0,1,5,6,2,0
경기도,군포시,감경,남자,85세이상,18,17,0,4,5,7,1,0
경기도,군포시,감경,여자,65세미만,11,11,3,4,3,1,0,0
경기도,군포시,감경,여자,65-69세,6,6,1,1,1,3,0,0
경기도,군포시,감경,여자,70-74세,24,16,1,2,7,4,2,2
경기도,군포시,감경,여자,75-79세,53,38,7,10,13,7,1,6
경기도,군포시,감경,여자,80-84세,71,62,5,9,32,15,1,2
경기도,군포시,감경,여자,85세이상,107,104,10,17,52,25,0,1
경기도,의왕시,일반,남자,65세미만,37,22,3,6,7,6,0,7
경기도,의왕시,일반,남자,65-69세,35,23,2,5,4,9,3,2
경기도,의왕시,일반,남자,70-74세,67,45,7,6,22,7,3,5
경기도,의왕시,일반,남자,75-79세,96,66,6,12,27,15,6,7
경기도,의왕시,일반,남자,80-84세,75,48,3,9,15,19,2,11
경기도,의왕시,일반,남자,85세이상,97,70,9,11,20,28,2,6
경기도,의왕시,일반,여자,65세미만,26,17,6,0,2,5,4,5
경기도,의왕시,일반,여자,65-69세,57,24,3,1,11,8,1,10
경기도,의왕시,일반,여자,70-74세,123,67,10,8,23,22,4,21
경기도,의왕시,일반,여자,75-79세,233,146,23,21,48,45,9,23
경기도,의왕시,일반,여자,80-84세,306,214,20,34,74,76,10,27
경기도,의왕시,일반,여자,85세이상,377,308,42,45,132,81,8,18
경기도,의왕시,기초,남자,65세미만,14,9,0,2,4,3,0,1
경기도,의왕시,기초,남자,65-69세,8,4,0,0,1,2,1,4
경기도,의왕시,기초,남자,70-74세,9,5,0,0,3,1,1,3
경기도,의왕시,기초,남자,75-79세,10,6,0,1,1,3,1,1
경기도,의왕시,기초,남자,80-84세,7,4,1,0,0,3,0,0
경기도,의왕시,기초,남자,85세이상,8,8,0,0,5,3,0,0
경기도,의왕시,기초,여자,65세미만,5,5,2,1,2,0,0,0
경기도,의왕시,기초,여자,65-69세,10,3,1,0,0,2,0,3
경기도,의왕시,기초,여자,70-74세,29,15,0,2,6,6,1,4
경기도,의왕시,기초,여자,75-79세,37,18,0,3,5,9,1,4
경기도,의왕시,기초,여자,80-84세,35,20,0,2,5,10,3,4
경기도,의왕시,기초,여자,85세이상,51,43,3,9,14,15,2,5
경기도,의왕시,의료,남자,65세미만,0,0,0,0,0,0,0,0
경기도,의왕시,의료,남자,65-69세,0,0,0,0,0,0,0,0
경기도,의왕시,의료,남자,70-74세,0,0,0,0,0,0,0,0
경기도,의왕시,의료,남자,75-79세,1,0,0,0,0,0,0,0
경기도,의왕시,의료,남자,80-84세,3,3,0,0,2,1,0,0
경기도,의왕시,의료,남자,85세이상,1,0,0,0,0,0,0,1
경기도,의왕시,의료,여자,65세미만,0,0,0,0,0,0,0,0
경기도,의왕시,의료,여자,65-69세,1,0,0,0,0,0,0,0
경기도,의왕시,의료,여자,70-74세,2,0,0,0,0,0,0,1
경기도,의왕시,의료,여자,75-79세,3,0,0,0,0,0,0,0
경기도,의왕시,의료,여자,80-84세,3,2,0,1,1,0,0,0
경기도,의왕시,의료,여자,85세이상,4,4,0,0,2,2,0,0
경기도,의왕시,감경,남자,65세미만,5,5,3,0,0,2,0,0
경기도,의왕시,감경,남자,65-69세,9,8,0,0,6,2,0,1
경기도,의왕시,감경,남자,70-74세,13,13,2,4,3,4,0,0
경기도,의왕시,감경,남자,75-79세,8,8,1,2,4,1,0,0
경기도,의왕시,감경,남자,80-84세,11,10,1,3,5,1,0,0
경기도,의왕시,감경,남자,85세이상,10,10,0,3,3,3,1,0
경기도,의왕시,감경,여자,65세미만,10,10,0,1,5,4,0,0
경기도,의왕시,감경,여자,65-69세,6,5,0,1,1,2,1,1
경기도,의왕시,감경,여자,70-74세,12,10,4,0,3,2,1,0
경기도,의왕시,감경,여자,75-79세,31,30,2,2,10,14,2,0
경기도,의왕시,감경,여자,80-84세,44,41,4,7,20,10,0,1
경기도,의왕시,감경,여자,85세이상,59,54,4,12,24,14,0,2
경기도,하남시,일반,남자,65세미만,41,21,3,3,8,6,1,10
경기도,하남시,일반,남자,65-69세,60,44,6,1,19,13,5,9
경기도,하남시,일반,남자,70-74세,103,72,5,14,29,19,5,14
경기도,하남시,일반,남자,75-79세,106,68,4,10,32,15,7,17
경기도,하남시,일반,남자,80-84세,105,79,1,11,34,24,9,8
경기도,하남시,일반,남자,85세이상,87,74,1,9,36,21,7,8
경기도,하남시,일반,여자,65세미만,44,20,3,5,10,2,0,10
경기도,하남시,일반,여자,65-69세,76,41,5,3,17,12,4,17
경기도,하남시,일반,여자,70-74세,137,78,9,12,22,29,6,31
경기도,하남시,일반,여자,75-79세,240,135,8,25,48,39,15,55
경기도,하남시,일반,여자,80-84세,315,226,17,46,72,73,18,39
경기도,하남시,일반,여자,85세이상,434,352,22,71,135,100,24,29
경기도,하남시,기초,남자,65세미만,18,7,1,1,3,2,0,6
경기도,하남시,기초,남자,65-69세,10,3,1,0,1,1,0,4
경기도,하남시,기초,남자,70-74세,16,5,0,2,1,1,1,5
경기도,하남시,기초,남자,75-79세,16,5,2,0,1,2,0,6
경기도,하남시,기초,남자,80-84세,9,5,0,1,0,3,1,2
경기도,하남시,기초,남자,85세이상,6,5,1,0,0,3,1,1
경기도,하남시,기초,여자,65세미만,16,8,1,1,2,4,0,3
경기도,하남시,기초,여자,65-69세,20,11,2,1,5,2,1,5
경기도,하남시,기초,여자,70-74세,37,9,2,1,1,4,1,24
경기도,하남시,기초,여자,75-79세,50,19,1,2,8,6,2,17
경기도,하남시,기초,여자,80-84세,54,26,0,7,8,10,1,17
경기도,하남시,기초,여자,85세이상,75,53,6,8,21,16,2,12
경기도,하남시,의료,남자,65세미만,0,0,0,0,0,0,0,0
경기도,하남시,의료,남자,65-69세,4,4,1,0,2,1,0,0
경기도,하남시,의료,남자,70-74세,3,0,0,0,0,0,0,2
경기도,하남시,의료,남자,75-79세,1,1,0,0,0,1,0,0
경기도,하남시,의료,남자,80-84세,1,0,0,0,0,0,0,1
경기도,하남시,의료,남자,85세이상,4,4,0,1,3,0,0,0
경기도,하남시,의료,여자,65세미만,0,0,0,0,0,0,0,0
경기도,하남시,의료,여자,65-69세,1,1,0,0,1,0,0,0
경기도,하남시,의료,여자,70-74세,3,1,0,0,1,0,0,2
경기도,하남시,의료,여자,75-79세,1,1,0,0,0,1,0,0
경기도,하남시,의료,여자,80-84세,5,4,0,0,2,2,0,1
경기도,하남시,의료,여자,85세이상,1,1,0,0,0,0,1,0
경기도,하남시,감경,남자,65세미만,8,7,0,0,4,3,0,0
경기도,하남시,감경,남자,65-69세,10,8,0,2,4,2,0,2
경기도,하남시,감경,남자,70-74세,10,10,2,1,6,1,0,0
경기도,하남시,감경,남자,75-79세,15,14,0,2,6,5,1,1
경기도,하남시,감경,남자,80-84세,10,7,0,2,3,2,0,1
경기도,하남시,감경,남자,85세이상,10,10,0,2,3,5,0,0
경기도,하남시,감경,여자,65세미만,3,3,0,0,3,0,0,0
경기도,하남시,감경,여자,65-69세,9,9,3,2,3,1,0,0
경기도,하남시,감경,여자,70-74세,23,17,1,1,7,6,2,3
경기도,하남시,감경,여자,75-79세,33,31,3,4,6,14,4,1
경기도,하남시,감경,여자,80-84세,58,52,9,10,21,10,2,2
경기도,하남시,감경,여자,85세이상,114,107,8,21,44,30,4,4
경기도,용인시,일반,남자,65세미만,247,151,29,14,66,40,2,26
경기도,용인시,일반,남자,65-69세,320,202,25,29,89,53,6,34
경기도,용인시,일반,남자,70-74세,512,354,57,50,138,93,16,50
경기도,용인시,일반,남자,75-79세,673,490,59,74,182,142,33,50
경기도,용인시,일반,남자,80-84세,694,500,51,76,178,156,39,56
경기도,용인시,일반,남자,85세이상,605,462,37,76,192,139,18,48
경기도,용인시,일반,여자,65세미만,212,147,29,27,59,29,3,23
경기도,용인시,일반,여자,65-69세,394,200,33,28,74,54,11,53
경기도,용인시,일반,여자,70-74세,832,497,70,65,195,139,28,98
경기도,용인시,일반,여자,75-79세,1515,1007,113,143,371,300,80,180
경기도,용인시,일반,여자,80-84세,1934,1428,155,198,541,460,74,171
경기도,용인시,일반,여자,85세이상,2531,2106,194,361,903,581,67,107
경기도,용인시,기초,남자,65세미만,86,47,7,5,13,22,0,21
경기도,용인시,기초,남자,65-69세,59,26,2,4,9,10,1,15
경기도,용인시,기초,남자,70-74세,55,29,3,10,4,11,1,7
경기도,용인시,기초,남자,75-79세,68,33,3,5,9,15,1,18
경기도,용인시,기초,남자,80-84세,30,13,0,2,4,7,0,7
경기도,용인시,기초,남자,85세이상,25,13,1,2,1,8,1,4
경기도,용인시,기초,여자,65세미만,55,33,8,8,9,8,0,9
경기도,용인시,기초,여자,65-69세,74,30,5,5,7,12,1,15
경기도,용인시,기초,여자,70-74세,143,46,5,7,8,23,3,30
경기도,용인시,기초,여자,75-79세,186,104,8,18,30,42,6,34
경기도,용인시,기초,여자,80-84세,207,135,18,19,43,53,2,24
경기도,용인시,기초,여자,85세이상,282,230,22,43,103,58,4,18
경기도,용인시,의료,남자,65세미만,1,1,0,0,1,0,0,0
경기도,용인시,의료,남자,65-69세,1,0,0,0,0,0,0,0
경기도,용인시,의료,남자,70-74세,2,0,0,0,0,0,0,2
경기도,용인시,의료,남자,75-79세,2,2,0,0,0,2,0,0
경기도,용인시,의료,남자,80-84세,3,2,0,1,1,0,0,1
경기도,용인시,의료,남자,85세이상,10,9,0,0,4,4,1,0
경기도,용인시,의료,여자,65세미만,0,0,0,0,0,0,0,0
경기도,용인시,의료,여자,65-69세,2,1,0,0,0,1,0,0
경기도,용인시,의료,여자,70-74세,5,1,0,0,1,0,0,1
경기도,용인시,의료,여자,75-79세,13,9,2,0,4,3,0,2
경기도,용인시,의료,여자,80-84세,29,20,1,5,6,6,2,3
경기도,용인시,의료,여자,85세이상,25,23,2,6,9,6,0,1
경기도,용인시,감경,남자,65세미만,51,44,15,6,12,11,0,1
경기도,용인시,감경,남자,65-69세,40,34,6,7,15,6,0,2
경기도,용인시,감경,남자,70-74세,44,40,2,8,20,10,0,0
경기도,용인시,감경,남자,75-79세,47,44,4,4,20,16,0,0
경기도,용인시,감경,남자,80-84세,52,51,5,11,22,13,0,0
경기도,용인시,감경,남자,85세이상,65,62,4,15,22,19,2,1
경기도,용인시,감경,여자,65세미만,39,28,6,6,14,2,0,1
경기도,용인시,감경,여자,65-69세,37,31,5,7,10,8,1,1
경기도,용인시,감경,여자,70-74세,70,64,9,5,27,22,1,0
경기도,용인시,감경,여자,75-79세,146,133,15,21,50,42,5,1
경기도,용인시,감경,여자,80-84세,243,228,26,38,101,61,2,3
경기도,용인시,감경,여자,85세이상,422,407,50,70,191,92,4,2
경기도,파주시,일반,남자,65세미만,106,50,4,7,15,17,7,18
경기도,파주시,일반,남자,65-69세,127,69,4,5,21,26,13,29
경기도,파주시,일반,남자,70-74세,226,148,10,11,53,51,23,42
경기도,파주시,일반,남자,75-79세,300,195,13,22,63,78,19,36
경기도,파주시,일반,남자,80-84세,312,192,6,27,62,61,36,54
경기도,파주시,일반,남자,85세이상,261,180,6,21,59,76,18,31
경기도,파주시,일반,여자,65세미만,92,47,11,4,12,15,5,17
경기도,파주시,일반,여자,65-69세,209,74,5,13,24,24,8,58
경기도,파주시,일반,여자,70-74세,466,205,14,19,62,76,34,113
경기도,파주시,일반,여자,75-79세,733,384,19,39,126,141,59,134
경기도,파주시,일반,여자,80-84세,816,517,33,44,148,213,79,137
경기도,파주시,일반,여자,85세이상,983,760,27,95,278,281,79,89
경기도,파주시,기초,남자,65세미만,92,51,6,4,16,20,5,26
경기도,파주시,기초,남자,65-69세,58,28,1,1,6,17,3,14
경기도,파주시,기초,남자,70-74세,65,30,0,5,12,11,2,21
경기도,파주시,기초,남자,75-79세,68,38,1,3,13,14,7,17
경기도,파주시,기초,남자,80-84세,51,33,1,4,9,15,4,12
